32,-120.3,35.752,-120.56,36.003,15
49,-118.92,34.824,-118.87,34.828,0.1
49,-118.87,34.828,-118.82,34.849,0.1
49,-118.82,34.849,-118.77,34.882,0.4
49,-118.77,34.882,-118.67,34.931,1.8
49,-118.67,34.931,-118.47,34.996,1.8
49,-118.47,34.996,-118.38,35.048,1
49,-118.38,35.048,-118.33,35.079,0.9
49,-118.33,35.079,-118.12,35.186,0.7
49,-118.12,35.186,-118.06,35.223,0.4
49,-118.06,35.223,-118.01,35.271,0.2
97,-115.17,32.47,-115.5,32.836,9
97,-115.5,32.836,-115.54,32.88,9
97,-115.54,32.88,-115.55,32.926,9
98,-115.89,33.034,-115.8,33.008,3.3
98,-115.8,33.008,-115.66,32.9,2
98,-115.66,32.9,-115.61,32.83,1
99,-116.2,33.207,-116.16,33.182,1.4
99,-116.16,33.182,-116.13,33.143,2
99,-116.13,33.143,-116.06,33.098,4
99,-116.06,33.098,-116.01,33.03,5.5
99,-116.01,33.03,-115.94,33.001,5.5
101,-116.28,33.264,-116.2,33.207,0.6
103,-116.01,32.779,-116.1,32.814,1
103,-116.1,32.814,-116.18,32.838,1
103,-116.18,32.838,-116.23,32.889,1
103,-116.23,32.889,-116.26,32.931,1
103,-116.26,32.931,-116.34,32.975,1
104,-115.1,32.161,-115.2,32.201,2
104,-115.2,32.201,-115.24,32.222,2
104,-115.24,32.222,-115.29,32.243,2
104,-115.29,32.243,-115.33,32.263,2
104,-115.33,32.263,-115.4,32.288,2
104,-115.4,32.288,-115.72,32.545,2
104,-115.72,32.545,-115.81,32.592,2
104,-115.81,32.592,-115.84,32.663,2
104,-115.84,32.663,-115.88,32.727,2
119,-117.5,34.263,-117.39,34.192,1
119,-117.39,34.192,-117.33,34.101,2.5
119,-117.33,34.101,-117.24,34.017,1
172,-115.61,32.651,-115.38,32.467,5
172,-115.38,32.467,-115.34,32.44,5
172,-115.34,32.44,-115.29,32.405,5
172,-115.29,32.405,-115.24,32.372,5
172,-115.24,32.372,-115.16,32.314,5
172,-115.16,32.314,-115.08,32.262,5
172,-115.08,32.262,-115.01,32.209,5
172,-115.01,32.209,-114.93,32.152,5
283,-117.22,34.15,-117.07,34.093,0.2
283,-117.07,34.093,-117.01,34.074,0.5
283,-117.01,34.074,-116.9,34.034,0.6
283,-116.9,34.034,-116.87,34.011,0.7
283,-116.87,34.011,-116.82,33.959,0.8
284,-116.43,33.848,-116.52,33.885,0.7
284,-116.52,33.885,-116.58,33.907,0.75
284,-116.58,33.907,-116.62,33.918,0.8
284,-116.62,33.918,-116.69,33.944,0.85
284,-116.69,33.944,-116.78,33.937,0.85
284,-116.78,33.937,-116.8,33.953,0.9
285,-120.09,35.533,-120.3,35.752,2
287,-119.21,34.864,-119.03,34.829,0.5
289,-117.24,34.017,-117.22,34.007,0.1
289,-117.22,34.007,-117.09,33.905,0.1
293,-116.91,33.736,-116.84,33.697,1.6
293,-116.84,33.697,-116.55,33.511,0.8
293,-116.55,33.511,-116.51,33.49,0.2
294,-117.14,34.134,-117.08,34.117,0.4
295,-116.25,33.788,-115.71,33.35,2.5
341,-118.02,35.283,-117.75,35.423,0.1
341,-117.75,35.423,-117.49,35.497,0.4
341,-117.49,35.497,-117.16,35.568,0.5
341,-117.16,35.568,-117.01,35.602,0.2
401,-117.09,33.905,-116.91,33.736,1.2
601,-122.04,37.844,-121.96,37.755,3
601,-121.96,37.755,-121.93,37.693,6
601,-121.93,37.693,-121.89,37.62,4
601,-121.89,37.62,-121.83,37.51,3
601,-121.83,37.51,-121.82,37.457,2
602,-121.52,37.057,-121.56,37.132,13
602,-121.56,37.132,-121.61,37.174,9
602,-121.61,37.174,-121.67,37.252,8
602,-121.67,37.252,-121.69,37.3,7
602,-121.69,37.3,-121.77,37.39,5
602,-121.77,37.39,-121.82,37.457,3
603,-121.4,36.839,-121.42,36.894,8
603,-121.42,36.894,-121.46,36.966,8
603,-121.46,36.966,-121.52,37.056,13
621,-121.4,36.839,-121.35,36.785,5
621,-121.35,36.785,-121.3,36.739,0.5
621,-121.3,36.739,-121.24,36.683,3
621,-121.24,36.683,-121.13,36.578,8
621,-121.13,36.578,-121.06,36.522,10
621,-121.06,36.522,-120.97,36.426,10
622,-122.09,38.044,-122.06,37.998,3.4
622,-122.06,37.998,-122.01,37.944,3
622,-122.01,37.944,-121.99,37.9,1.2
